jour_de_tirage;date_de_tirage;heure_de_tirage;date_de_forclusion;Numero;devise;
Samedi  ;24/07/2010;soir;23/09/2010;3 195 955;eur;
Samedi  ;24/07/2010;midi;23/09/2010;0 430 796;eur;
Vendredi;23/07/2010;soir;22/09/2010;3 686 395;eur;
Vendredi;23/07/2010;midi;22/09/2010;1 051 520;eur;
Jeudi   ;22/07/2010;soir;21/09/2010;0 840 108;eur;
Jeudi   ;22/07/2010;midi;21/09/2010;5 165 308;eur;
Mercredi;21/07/2010;soir;20/09/2010;6 898 271;eur;
Mercredi;21/07/2010;midi;20/09/2010;2 028 282;eur;
Mardi   ;20/07/2010;soir;19/09/2010;8 844 607;eur;
Mardi   ;20/07/2010;midi;19/09/2010;1 803 448;eur;
Lundi   ;19/07/2010;soir;18/09/2010;1 475 449;eur;
Lundi   ;19/07/2010;midi;18/09/2010;8 331 310;eur;
Dimanche;18/07/2010;soir;17/09/2010;6 134 222;eur;
Dimanche;18/07/2010;midi;17/09/2010;8 884 154;eur;
Samedi  ;17/07/2010;soir;16/09/2010;5 542 593;eur;
Samedi  ;17/07/2010;midi;16/09/2010;4 919 206;eur;
Vendredi;16/07/2010;soir;15/09/2010;4 326 008;eur;
Vendredi;16/07/2010;midi;15/09/2010;1 939 448;eur;
Jeudi   ;15/07/2010;soir;14/09/2010;5 995 271;eur;
Jeudi   ;15/07/2010;midi;14/09/2010;0 830 461;eur;
Mercredi;14/07/2010;soir;13/09/2010;1 742 665;eur;
Mercredi;14/07/2010;midi;13/09/2010;8 332 094;eur;
Mardi   ;13/07/2010;soir;12/09/2010;7 443 167;eur;
Mardi   ;13/07/2010;midi;12/09/2010;5 894 135;eur;
Lundi   ;12/07/2010;soir;11/09/2010;7 360 260;eur;
Lundi   ;12/07/2010;midi;11/09/2010;9 126 342;eur;
Dimanche;11/07/2010;soir;10/09/2010;3 575 429;eur;
Dimanche;11/07/2010;midi;10/09/2010;2 081 200;eur;
Samedi  ;10/07/2010;soir;09/09/2010;2 170 386;eur;
Samedi  ;10/07/2010;midi;09/09/2010;9 660 908;eur;
Vendredi;09/07/2010;soir;08/09/2010;2 609 053;eur;
Vendredi;09/07/2010;midi;08/09/2010;1 867 792;eur;
Jeudi   ;08/07/2010;soir;07/09/2010;8 709 090;eur;
Jeudi   ;08/07/2010;midi;07/09/2010;6 774 422;eur;
Mercredi;07/07/2010;soir;06/09/2010;1 351 137;eur;
Mercredi;07/07/2010;midi;06/09/2010;6 948 641;eur;
Mardi   ;06/07/2010;soir;05/09/2010;8 437 781;eur;
Mardi   ;06/07/2010;midi;05/09/2010;0 242 234;eur;
Lundi   ;05/07/2010;soir;04/09/2010;2 914 168;eur;
Lundi   ;05/07/2010;midi;04/09/2010;5 071 677;eur;
Dimanche;04/07/2010;soir;03/09/2010;7 953 187;eur;
Dimanche;04/07/2010;midi;03/09/2010;4 608 334;eur;
Samedi  ;03/07/2010;soir;02/09/2010;6 388 823;eur;
Samedi  ;03/07/2010;midi;02/09/2010;4 058 769;eur;
Vendredi;02/07/2010;soir;01/09/2010;0 482 393;eur;
Vendredi;02/07/2010;midi;01/09/2010;5 219 158;eur;
Jeudi   ;01/07/2010;soir;31/08/2010;5 807 537;eur;
Jeudi   ;01/07/2010;midi;31/08/2010;2 637 301;eur;
Mercredi;30/06/2010;soir;30/08/2010;7 279 215;eur;
Mercredi;30/06/2010;midi;30/08/2010;9 078 651;eur;
Mardi   ;29/06/2010;soir;29/08/2010;6 161 208;eur;
Mardi   ;29/06/2010;midi;29/08/2010;6 228 729;eur;
Lundi   ;28/06/2010;soir;28/08/2010;6 036 754;eur;
Lundi   ;28/06/2010;midi;28/08/2010;6 556 391;eur;
Dimanche;27/06/2010;soir;27/08/2010;0 389 144;eur;
Dimanche;27/06/2010;midi;27/08/2010;5 503 156;eur;
Samedi  ;26/06/2010;soir;26/08/2010;3 706 338;eur;
Samedi  ;26/06/2010;midi;26/08/2010;1 508 647;eur;
Vendredi;25/06/2010;soir;25/08/2010;6 850 184;eur;
Vendredi;25/06/2010;midi;25/08/2010;1 116 374;eur;
Jeudi   ;24/06/2010;soir;24/08/2010;7 608 467;eur;
Jeudi   ;24/06/2010;midi;24/08/2010;9 939 242;eur;
Mercredi;23/06/2010;soir;23/08/2010;8 285 605;eur;
Mercredi;23/06/2010;midi;23/08/2010;3 420 048;eur;
Mardi   ;22/06/2010;soir;22/08/2010;1 798 643;eur;
Mardi   ;22/06/2010;midi;22/08/2010;8 799 542;eur;
Lundi   ;21/06/2010;soir;21/08/2010;2 851 062;eur;
Lundi   ;21/06/2010;midi;21/08/2010;7 803 177;eur;
Dimanche;20/06/2010;soir;20/08/2010;2 214 389;eur;
Dimanche;20/06/2010;midi;20/08/2010;8 672 338;eur;
Samedi  ;19/06/2010;soir;19/08/2010;5 927 896;eur;
Samedi  ;19/06/2010;midi;19/08/2010;7 625 610;eur;
Vendredi;18/06/2010;soir;18/08/2010;7 912 614;eur;
Vendredi;18/06/2010;midi;18/08/2010;1 334 366;eur;
Jeudi   ;17/06/2010;soir;17/08/2010;8 966 144;eur;
Jeudi   ;17/06/2010;midi;17/08/2010;1 629 204;eur;
Mercredi;16/06/2010;soir;16/08/2010;1 218 288;eur;
Mercredi;16/06/2010;midi;16/08/2010;5 803 658;eur;
Mardi   ;15/06/2010;soir;15/08/2010;1 233 190;eur;
Mardi   ;15/06/2010;midi;15/08/2010;9 929 590;eur;
Lundi   ;14/06/2010;soir;14/08/2010;0 794 391;eur;
Lundi   ;14/06/2010;midi;14/08/2010;9 604 334;eur;
Dimanche;13/06/2010;soir;13/08/2010;1 229 227;eur;
Dimanche;13/06/2010;midi;13/08/2010;1 787 726;eur;
Samedi  ;12/06/2010;soir;12/08/2010;3 005 861;eur;
Samedi  ;12/06/2010;midi;12/08/2010;3 566 269;eur;
Vendredi;11/06/2010;soir;11/08/2010;0 903 546;eur;
Vendredi;11/06/2010;midi;11/08/2010;0 862 172;eur;
Jeudi   ;10/06/2010;soir;10/08/2010;2 124 584;eur;
Jeudi   ;10/06/2010;midi;10/08/2010;7 963 870;eur;
Mercredi;09/06/2010;soir;09/08/2010;3 881 146;eur;
Mercredi;09/06/2010;midi;09/08/2010;4 605 530;eur;
Mardi   ;08/06/2010;soir;08/08/2010;6 490 803;eur;
Mardi   ;08/06/2010;midi;08/08/2010;3 660 259;eur;
Lundi   ;07/06/2010;soir;07/08/2010;2 721 724;eur;
Lundi   ;07/06/2010;midi;07/08/2010;9 119 460;eur;
Dimanche;06/06/2010;soir;06/08/2010;7 596 111;eur;
Dimanche;06/06/2010;midi;06/08/2010;7 930 683;eur;
Samedi  ;05/06/2010;soir;05/08/2010;2 297 938;eur;
Samedi  ;05/06/2010;midi;05/08/2010;5 687 765;eur;
Vendredi;04/06/2010;soir;04/08/2010;7 172 157;eur;
Vendredi;04/06/2010;midi;04/08/2010;1 440 889;eur;
Jeudi   ;03/06/2010;soir;03/08/2010;0 622 666;eur;
Jeudi   ;03/06/2010;midi;03/08/2010;0 848 035;eur;
Mercredi;02/06/2010;soir;02/08/2010;7 320 181;eur;
Mercredi;02/06/2010;midi;02/08/2010;9 708 181;eur;
Mardi   ;01/06/2010;soir;01/08/2010;2 678 136;eur;
Mardi   ;01/06/2010;midi;01/08/2010;2 973 565;eur;
Lundi   ;31/05/2010;soir;31/07/2010;9 366 214;eur;
Lundi   ;31/05/2010;midi;31/07/2010;2 506 658;eur;
Dimanche;30/05/2010;soir;30/07/2010;2 209 465;eur;
Dimanche;30/05/2010;midi;30/07/2010;8 274 435;eur;
Samedi  ;29/05/2010;soir;29/07/2010;0 713 076;eur;
Samedi  ;29/05/2010;midi;29/07/2010;4 989 954;eur;
Vendredi;28/05/2010;soir;28/07/2010;6 312 986;eur;
Vendredi;28/05/2010;midi;28/07/2010;5 180 928;eur;
Jeudi   ;27/05/2010;soir;27/07/2010;8 720 999;eur;
Jeudi   ;27/05/2010;midi;27/07/2010;2 253 256;eur;
Mercredi;26/05/2010;soir;26/07/2010;0 027 977;eur;
Mercredi;26/05/2010;midi;26/07/2010;7 970 715;eur;
Mardi   ;25/05/2010;soir;25/07/2010;3 472 191;eur;
Mardi   ;25/05/2010;midi;25/07/2010;4 308 325;eur;
Lundi   ;24/05/2010;soir;24/07/2010;1 339 853;eur;
Lundi   ;24/05/2010;midi;24/07/2010;0 923 325;eur;
Dimanche;23/05/2010;soir;23/07/2010;8 653 868;eur;
Dimanche;23/05/2010;midi;23/07/2010;4 523 876;eur;
Samedi  ;22/05/2010;soir;22/07/2010;0 259 898;eur;
Samedi  ;22/05/2010;midi;22/07/2010;4 499 774;eur;
Vendredi;21/05/2010;soir;21/07/2010;1 800 927;eur;
Vendredi;21/05/2010;midi;21/07/2010;8 901 853;eur;
Jeudi   ;20/05/2010;soir;20/07/2010;7 986 201;eur;
Jeudi   ;20/05/2010;midi;20/07/2010;8 907 160;eur;
Mercredi;19/05/2010;soir;19/07/2010;5 561 787;eur;
Mercredi;19/05/2010;midi;19/07/2010;9 696 663;eur;
Mardi   ;18/05/2010;soir;18/07/2010;9 632 503;eur;
Mardi   ;18/05/2010;midi;18/07/2010;6 407 267;eur;
Lundi   ;17/05/2010;soir;17/07/2010;6 723 508;eur;
Lundi   ;17/05/2010;midi;17/07/2010;1 590 094;eur;
Dimanche;16/05/2010;soir;16/07/2010;2 915 812;eur;
Dimanche;16/05/2010;midi;16/07/2010;1 133 563;eur;
Samedi  ;15/05/2010;soir;15/07/2010;6 159 553;eur;
Samedi  ;15/05/2010;midi;15/07/2010;0 413 299;eur;
Vendredi;14/05/2010;soir;14/07/2010;6 453 631;eur;
Vendredi;14/05/2010;midi;14/07/2010;8 145 325;eur;
Jeudi   ;13/05/2010;soir;13/07/2010;2 705 769;eur;
Jeudi   ;13/05/2010;midi;13/07/2010;9 715 582;eur;
Mercredi;12/05/2010;soir;12/07/2010;1 863 559;eur;
Mercredi;12/05/2010;midi;12/07/2010;1 170 445;eur;
Mardi   ;11/05/2010;soir;11/07/2010;7 788 046;eur;
Mardi   ;11/05/2010;midi;11/07/2010;8 149 710;eur;
Lundi   ;10/05/2010;soir;10/07/2010;9 172 896;eur;
Lundi   ;10/05/2010;midi;10/07/2010;3 977 439;eur;
Dimanche;09/05/2010;soir;09/07/2010;5 402 475;eur;
Dimanche;09/05/2010;midi;09/07/2010;0 353 471;eur;
Samedi  ;08/05/2010;soir;08/07/2010;2 036 362;eur;
Samedi  ;08/05/2010;midi;08/07/2010;1 263 362;eur;
Vendredi;07/05/2010;soir;07/07/2010;2 019 269;eur;
Vendredi;07/05/2010;midi;07/07/2010;2 164 906;eur;
Jeudi   ;06/05/2010;soir;06/07/2010;3 007 666;eur;
Jeudi   ;06/05/2010;midi;06/07/2010;7 224 132;eur;
Mercredi;05/05/2010;soir;05/07/2010;0 384 746;eur;
Mercredi;05/05/2010;midi;05/07/2010;4 220 940;eur;
Mardi   ;04/05/2010;soir;04/07/2010;6 157 361;eur;
Mardi   ;04/05/2010;midi;04/07/2010;8 069 772;eur;
Lundi   ;03/05/2010;soir;03/07/2010;8 335 661;eur;
Lundi   ;03/05/2010;midi;03/07/2010;0 550 593;eur;
Dimanche;02/05/2010;soir;02/07/2010;9 146 610;eur;
Dimanche;02/05/2010;midi;02/07/2010;4 188 101;eur;
Samedi  ;01/05/2010;soir;01/07/2010;0 636 245;eur;
Samedi  ;01/05/2010;midi;01/07/2010;4 288 529;eur;
Vendredi;30/04/2010;soir;30/06/2010;9 850 627;eur;
Vendredi;30/04/2010;midi;30/06/2010;7 291 818;eur;
Jeudi   ;29/04/2010;soir;29/06/2010;8 995 500;eur;
Jeudi   ;29/04/2010;midi;29/06/2010;7 375 568;eur;
Mercredi;28/04/2010;soir;28/06/2010;0 462 584;eur;
Mercredi;28/04/2010;midi;28/06/2010;4 115 401;eur;
Mardi   ;27/04/2010;soir;27/06/2010;9 133 463;eur;
Mardi   ;27/04/2010;midi;27/06/2010;3 577 845;eur;
Lundi   ;26/04/2010;soir;26/06/2010;2 338 823;eur;
Lundi   ;26/04/2010;midi;26/06/2010;0 229 642;eur;
Dimanche;25/04/2010;soir;25/06/2010;1 231 470;eur;
Dimanche;25/04/2010;midi;25/06/2010;7 137 318;eur;
Samedi  ;24/04/2010;soir;24/06/2010;5 448 100;eur;
Samedi  ;24/04/2010;midi;24/06/2010;1 170 060;eur;
Vendredi;23/04/2010;soir;23/06/2010;3 313 271;eur;
Vendredi;23/04/2010;midi;23/06/2010;5 454 890;eur;
Jeudi   ;22/04/2010;soir;22/06/2010;3 571 697;eur;
Jeudi   ;22/04/2010;midi;22/06/2010;2 072 114;eur;
Mercredi;21/04/2010;soir;21/06/2010;4 922 599;eur;
Mercredi;21/04/2010;midi;21/06/2010;6 398 906;eur;
Mardi   ;20/04/2010;soir;20/06/2010;6 799 844;eur;
Mardi   ;20/04/2010;midi;20/06/2010;7 408 221;eur;
Lundi   ;19/04/2010;soir;19/06/2010;7 158 323;eur;
Lundi   ;19/04/2010;midi;19/06/2010;9 308 217;eur;
Dimanche;18/04/2010;soir;18/06/2010;1 063 694;eur;
Dimanche;18/04/2010;midi;18/06/2010;2 590 224;eur;
Samedi  ;17/04/2010;soir;17/06/2010;3 390 882;eur;
Samedi  ;17/04/2010;midi;17/06/2010;0 236 912;eur;
Vendredi;16/04/2010;soir;16/06/2010;3 637 933;eur;
Vendredi;16/04/2010;midi;16/06/2010;9 922 193;eur;
Jeudi   ;15/04/2010;soir;15/06/2010;5 116 112;eur;
Jeudi   ;15/04/2010;midi;15/06/2010;4 268 793;eur;
Mercredi;14/04/2010;soir;14/06/2010;9 445 939;eur;
Mercredi;14/04/2010;midi;14/06/2010;3 359 213;eur;
Mardi   ;13/04/2010;soir;13/06/2010;3 842 075;eur;
Mardi   ;13/04/2010;midi;13/06/2010;7 855 698;eur;
Lundi   ;12/04/2010;soir;12/06/2010;1 863 923;eur;
Lundi   ;12/04/2010;midi;12/06/2010;1 218 451;eur;
Dimanche;11/04/2010;soir;11/06/2010;8 702 174;eur;
Dimanche;11/04/2010;midi;11/06/2010;3 154 556;eur;
Samedi  ;10/04/2010;soir;10/06/2010;2 672 204;eur;
Samedi  ;10/04/2010;midi;10/06/2010;1 797 843;eur;
Vendredi;09/04/2010;soir;09/06/2010;5 095 547;eur;
Vendredi;09/04/2010;midi;09/06/2010;3 225 357;eur;
Jeudi   ;08/04/2010;soir;08/06/2010;8 442 779;eur;
Jeudi   ;08/04/2010;midi;08/06/2010;2 353 826;eur;
Mercredi;07/04/2010;soir;07/06/2010;2 158 251;eur;
Mercredi;07/04/2010;midi;07/06/2010;4 086 462;eur;
Mardi   ;06/04/2010;soir;06/06/2010;5 524 659;eur;
Mardi   ;06/04/2010;midi;06/06/2010;5 211 900;eur;
Lundi   ;05/04/2010;soir;05/06/2010;7 028 092;eur;
Lundi   ;05/04/2010;midi;05/06/2010;9 006 680;eur;
Dimanche;04/04/2010;soir;04/06/2010;5 421 153;eur;
Dimanche;04/04/2010;midi;04/06/2010;2 340 780;eur;
Samedi  ;03/04/2010;soir;03/06/2010;7 253 220;eur;
Samedi  ;03/04/2010;midi;03/06/2010;8 005 686;eur;
Vendredi;02/04/2010;soir;02/06/2010;8 802 617;eur;
Vendredi;02/04/2010;midi;02/06/2010;2 570 096;eur;
Jeudi   ;01/04/2010;soir;01/06/2010;6 971 525;eur;
Jeudi   ;01/04/2010;midi;01/06/2010;2 966 578;eur;
Mercredi;31/03/2010;soir;31/05/2010;2 761 095;eur;
Mercredi;31/03/2010;midi;31/05/2010;8 893 020;eur;
Mardi   ;30/03/2010;soir;30/05/2010;1 724 611;eur;
Mardi   ;30/03/2010;midi;30/05/2010;0 392 330;eur;
Lundi   ;29/03/2010;soir;29/05/2010;1 644 304;eur;
Lundi   ;29/03/2010;midi;29/05/2010;0 737 669;eur;
Dimanche;28/03/2010;soir;28/05/2010;0 091 631;eur;
Dimanche;28/03/2010;midi;28/05/2010;0 715 406;eur;
Samedi  ;27/03/2010;soir;27/05/2010;4 470 488;eur;
Samedi  ;27/03/2010;midi;27/05/2010;0 713 383;eur;
Vendredi;26/03/2010;soir;26/05/2010;7 088 202;eur;
Vendredi;26/03/2010;midi;26/05/2010;8 550 704;eur;
Jeudi   ;25/03/2010;soir;25/05/2010;7 216 316;eur;
Jeudi   ;25/03/2010;midi;25/05/2010;0 172 475;eur;
Mercredi;24/03/2010;soir;24/05/2010;3 092 599;eur;
Mercredi;24/03/2010;midi;24/05/2010;6 142 004;eur;
Mardi   ;23/03/2010;soir;23/05/2010;7 453 617;eur;
Mardi   ;23/03/2010;midi;23/05/2010;9 950 215;eur;
Lundi   ;22/03/2010;soir;22/05/2010;6 137 244;eur;
Lundi   ;22/03/2010;midi;22/05/2010;8 055 653;eur;
Dimanche;21/03/2010;soir;21/05/2010;2 274 613;eur;
Dimanche;21/03/2010;midi;21/05/2010;0 060 540;eur;
Samedi  ;20/03/2010;soir;20/05/2010;2 951 352;eur;
Samedi  ;20/03/2010;midi;20/05/2010;3 973 875;eur;
Vendredi;19/03/2010;soir;19/05/2010;2 058 172;eur;
Vendredi;19/03/2010;midi;19/05/2010;4 789 076;eur;
Jeudi   ;18/03/2010;soir;18/05/2010;1 937 773;eur;
Jeudi   ;18/03/2010;midi;18/05/2010;2 241 484;eur;
Mercredi;17/03/2010;soir;17/05/2010;5 004 928;eur;
Mercredi;17/03/2010;midi;17/05/2010;8 624 413;eur;
Mardi   ;16/03/2010;soir;16/05/2010;6 099 300;eur;
Mardi   ;16/03/2010;midi;16/05/2010;3 770 429;eur;
Lundi   ;15/03/2010;soir;15/05/2010;5 930 780;eur;
Lundi   ;15/03/2010;midi;15/05/2010;6 267 296;eur;
Dimanche;14/03/2010;soir;14/05/2010;7 502 242;eur;
Dimanche;14/03/2010;midi;14/05/2010;9 079 813;eur;
Samedi  ;13/03/2010;soir;13/05/2010;2 383 439;eur;
Samedi  ;13/03/2010;midi;13/05/2010;5 547 935;eur;
Vendredi;12/03/2010;soir;12/05/2010;6 244 733;eur;
Vendredi;12/03/2010;midi;12/05/2010;1 889 614;eur;
Jeudi   ;11/03/2010;soir;11/05/2010;7 255 009;eur;
Jeudi   ;11/03/2010;midi;11/05/2010;1 661 215;eur;
Mercredi;10/03/2010;soir;10/05/2010;6 171 423;eur;
Mercredi;10/03/2010;midi;10/05/2010;8 582 710;eur;
Mardi   ;09/03/2010;soir;09/05/2010;0 575 788;eur;
Mardi   ;09/03/2010;midi;09/05/2010;2 446 298;eur;
Lundi   ;08/03/2010;soir;08/05/2010;8 350 941;eur;
Lundi   ;08/03/2010;midi;08/05/2010;3 857 598;eur;
Dimanche;07/03/2010;soir;07/05/2010;3 960 173;eur;
Dimanche;07/03/2010;midi;07/05/2010;9 636 056;eur;
Samedi  ;06/03/2010;soir;06/05/2010;4 800 764;eur;
Samedi  ;06/03/2010;midi;06/05/2010;3 732 803;eur;
Vendredi;05/03/2010;soir;05/05/2010;2 253 468;eur;
Vendredi;05/03/2010;midi;05/05/2010;1 650 905;eur;
Jeudi   ;04/03/2010;soir;04/05/2010;4 448 893;eur;
Jeudi   ;04/03/2010;midi;04/05/2010;4 272 356;eur;
Mercredi;03/03/2010;soir;03/05/2010;9 817 870;eur;
Mercredi;03/03/2010;midi;03/05/2010;3 352 419;eur;
Mardi   ;02/03/2010;soir;02/05/2010;9 315 937;eur;
Mardi   ;02/03/2010;midi;02/05/2010;8 031 484;eur;
Lundi   ;01/03/2010;soir;01/05/2010;9 269 240;eur;
Lundi   ;01/03/2010;midi;01/05/2010;6 503 587;eur;
Dimanche;28/02/2010;soir;30/04/2010;2 246 361;eur;
Dimanche;28/02/2010;midi;30/04/2010;1 325 288;eur;
Samedi  ;27/02/2010;soir;29/04/2010;4 372 644;eur;
Samedi  ;27/02/2010;midi;29/04/2010;2 188 810;eur;
Vendredi;26/02/2010;soir;28/04/2010;4 852 426;eur;
Vendredi;26/02/2010;midi;28/04/2010;3 277 494;eur;
Jeudi   ;25/02/2010;soir;27/04/2010;2 688 800;eur;
Jeudi   ;25/02/2010;midi;27/04/2010;1 222 955;eur;
Mercredi;24/02/2010;soir;26/04/2010;8 786 807;eur;
Mercredi;24/02/2010;midi;26/04/2010;0 326 149;eur;
Mardi   ;23/02/2010;soir;25/04/2010;0 895 458;eur;
Mardi   ;23/02/2010;midi;25/04/2010;9 194 252;eur;
Lundi   ;22/02/2010;soir;24/04/2010;3 574 174;eur;
Lundi   ;22/02/2010;midi;24/04/2010;8 794 215;eur;
Dimanche;21/02/2010;soir;23/04/2010;3 634 316;eur;
Dimanche;21/02/2010;midi;23/04/2010;2 683 576;eur;
Samedi  ;20/02/2010;soir;22/04/2010;9 385 491;eur;
Samedi  ;20/02/2010;midi;22/04/2010;3 310 155;eur;
Vendredi;19/02/2010;soir;21/04/2010;8 898 047;eur;
Vendredi;19/02/2010;midi;21/04/2010;9 611 425;eur;
Jeudi   ;18/02/2010;soir;20/04/2010;8 266 868;eur;
Jeudi   ;18/02/2010;midi;20/04/2010;7 287 046;eur;
Mercredi;17/02/2010;soir;19/04/2010;4 621 659;eur;
Mercredi;17/02/2010;midi;19/04/2010;7 917 593;eur;
Mardi   ;16/02/2010;soir;18/04/2010;4 488 254;eur;
Mardi   ;16/02/2010;midi;18/04/2010;8 632 117;eur;
Lundi   ;15/02/2010;soir;17/04/2010;7 209 350;eur;
Lundi   ;15/02/2010;midi;17/04/2010;4 287 341;eur;
Dimanche;14/02/2010;soir;16/04/2010;8 154 883;eur;
Dimanche;14/02/2010;midi;16/04/2010;3 968 162;eur;
Samedi  ;13/02/2010;soir;15/04/2010;2 184 351;eur;
Samedi  ;13/02/2010;midi;15/04/2010;6 576 591;eur;
Vendredi;12/02/2010;soir;14/04/2010;0 645 223;eur;
Vendredi;12/02/2010;midi;14/04/2010;8 663 458;eur;
Jeudi   ;11/02/2010;soir;13/04/2010;9 316 058;eur;
Jeudi   ;11/02/2010;midi;13/04/2010;9 991 821;eur;
Mercredi;10/02/2010;soir;12/04/2010;2 361 295;eur;
Mercredi;10/02/2010;midi;12/04/2010;5 822 622;eur;
Mardi   ;09/02/2010;soir;11/04/2010;4 272 582;eur;
Mardi   ;09/02/2010;midi;11/04/2010;3 595 847;eur;
Lundi   ;08/02/2010;soir;10/04/2010;9 864 464;eur;
Lundi   ;08/02/2010;midi;10/04/2010;7 434 560;eur;
Dimanche;07/02/2010;soir;09/04/2010;6 819 399;eur;
Dimanche;07/02/2010;midi;09/04/2010;1 917 604;eur;
Samedi  ;06/02/2010;soir;08/04/2010;8 839 231;eur;
Samedi  ;06/02/2010;midi;08/04/2010;1 120 113;eur;
Vendredi;05/02/2010;soir;07/04/2010;3 314 744;eur;
Vendredi;05/02/2010;midi;07/04/2010;8 688 246;eur;
Jeudi   ;04/02/2010;soir;06/04/2010;9 186 341;eur;
Jeudi   ;04/02/2010;midi;06/04/2010;9 078 056;eur;
Mercredi;03/02/2010;soir;05/04/2010;0 538 032;eur;
Mercredi;03/02/2010;midi;05/04/2010;4 513 401;eur;
Mardi   ;02/02/2010;soir;04/04/2010;9 642 349;eur;
Mardi   ;02/02/2010;midi;04/04/2010;8 479 982;eur;
Lundi   ;01/02/2010;soir;03/04/2010;2 618 858;eur;
Lundi   ;01/02/2010;midi;03/04/2010;6 272 833;eur;
Dimanche;31/01/2010;soir;02/04/2010;2 617 818;eur;
Dimanche;31/01/2010;midi;02/04/2010;4 351 374;eur;
Samedi  ;30/01/2010;soir;01/04/2010;2 664 635;eur;
Samedi  ;30/01/2010;midi;01/04/2010;9 287 239;eur;
Vendredi;29/01/2010;soir;31/03/2010;2 050 851;eur;
Vendredi;29/01/2010;midi;31/03/2010;8 831 994;eur;
Jeudi   ;28/01/2010;soir;30/03/2010;8 795 758;eur;
Jeudi   ;28/01/2010;midi;30/03/2010;8 649 584;eur;
Mercredi;27/01/2010;soir;29/03/2010;5 001 225;eur;
Mercredi;27/01/2010;midi;29/03/2010;7 981 705;eur;
Mardi   ;26/01/2010;soir;28/03/2010;2 913 620;eur;
Mardi   ;26/01/2010;midi;28/03/2010;4 471 548;eur;
Lundi   ;25/01/2010;soir;27/03/2010;4 761 098;eur;
Lundi   ;25/01/2010;midi;27/03/2010;0 566 461;eur;
Dimanche;24/01/2010;soir;26/03/2010;5 203 060;eur;
Dimanche;24/01/2010;midi;26/03/2010;4 730 069;eur;
Samedi  ;23/01/2010;soir;25/03/2010;9 637 151;eur;
Samedi  ;23/01/2010;midi;25/03/2010;4 942 580;eur;
Vendredi;22/01/2010;soir;24/03/2010;0 802 893;eur;
Vendredi;22/01/2010;midi;24/03/2010;1 854 120;eur;
Jeudi   ;21/01/2010;soir;23/03/2010;5 055 522;eur;
Jeudi   ;21/01/2010;midi;23/03/2010;9 022 969;eur;
Mercredi;20/01/2010;soir;22/03/2010;5 029 732;eur;
Mercredi;20/01/2010;midi;22/03/2010;1 972 281;eur;
Mardi   ;19/01/2010;soir;21/03/2010;9 913 444;eur;
Mardi   ;19/01/2010;midi;21/03/2010;4 936 549;eur;
Lundi   ;18/01/2010;soir;20/03/2010;9 217 366;eur;
Lundi   ;18/01/2010;midi;20/03/2010;3 242 187;eur;
Dimanche;17/01/2010;soir;19/03/2010;7 184 359;eur;
Dimanche;17/01/2010;midi;19/03/2010;1 597 722;eur;
Samedi  ;16/01/2010;soir;18/03/2010;5 276 804;eur;
Samedi  ;16/01/2010;midi;18/03/2010;7 275 603;eur;
Vendredi;15/01/2010;soir;17/03/2010;5 846 574;eur;
Vendredi;15/01/2010;midi;17/03/2010;9 126 644;eur;
Jeudi   ;14/01/2010;soir;16/03/2010;8 201 172;eur;
Jeudi   ;14/01/2010;midi;16/03/2010;7 720 286;eur;
Mercredi;13/01/2010;soir;15/03/2010;2 674 996;eur;
Mercredi;13/01/2010;midi;15/03/2010;4 226 892;eur;
Mardi   ;12/01/2010;soir;14/03/2010;1 346 854;eur;
Mardi   ;12/01/2010;midi;14/03/2010;8 160 239;eur;
Lundi   ;11/01/2010;soir;13/03/2010;2 076 499;eur;
Lundi   ;11/01/2010;midi;13/03/2010;2 643 344;eur;
Dimanche;10/01/2010;soir;12/03/2010;1 541 085;eur;
Dimanche;10/01/2010;midi;12/03/2010;7 197 445;eur;
Samedi  ;09/01/2010;soir;11/03/2010;4 487 414;eur;
Samedi  ;09/01/2010;midi;11/03/2010;3 927 245;eur;
Vendredi;08/01/2010;soir;10/03/2010;2 559 753;eur;
Vendredi;08/01/2010;midi;10/03/2010;4 641 075;eur;
Jeudi   ;07/01/2010;soir;09/03/2010;1 782 892;eur;
Jeudi   ;07/01/2010;midi;09/03/2010;4 150 040;eur;
Mercredi;06/01/2010;soir;08/03/2010;5 859 407;eur;
Mercredi;06/01/2010;midi;08/03/2010;0 468 287;eur;
Mardi   ;05/01/2010;soir;07/03/2010;1 743 474;eur;
Mardi   ;05/01/2010;midi;07/03/2010;0 236 677;eur;
Lundi   ;04/01/2010;soir;06/03/2010;2 075 939;eur;
Lundi   ;04/01/2010;midi;06/03/2010;7 941 891;eur;
Dimanche;03/01/2010;soir;05/03/2010;2 837 710;eur;
Dimanche;03/01/2010;midi;05/03/2010;7 179 080;eur;
Samedi  ;02/01/2010;soir;04/03/2010;3 723 626;eur;
Samedi  ;02/01/2010;midi;04/03/2010;8 556 550;eur;
Vendredi;01/01/2010;soir;03/03/2010;3 106 412;eur;
Vendredi;01/01/2010;midi;03/03/2010;8 513 673;eur;
Jeudi   ;31/12/2009;soir;02/03/2010;8 336 820;eur;
Jeudi   ;31/12/2009;midi;02/03/2010;6 966 538;eur;
Mercredi;30/12/2009;soir;01/03/2010;0 569 318;eur;
